model,split,paper_id,generation,n_relations,n_failed,min_prob,mean_prob,abstract_words,n_rare,error_rate,L0_strict,L1_rate10,L2_rate20,L3_rate33,L4_rate50,L5_unfiltered,D_dynamic
qwen3_4b,dev,16181814,generation_1,3,0,0.962384819984436,0.9826593001683553,169,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,16181814,generation_2,3,1,0.0275900159031152,0.6699050397922596,207,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,16181814,generation_3,3,0,0.6859121322631836,0.8904692927996317,184,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,16225977,generation_1,8,0,0.954210877418518,0.9717615023255348,222,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,16225977,generation_2,8,0,0.9718908071517944,0.9757360368967056,246,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,16225977,generation_3,8,0,0.9561471939086914,0.9759675487875938,246,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,16277682,generation_1,4,1,0.028379026800394,0.7526399651542305,199,0,0.25,False,False,False,True,True,True,False
qwen3_4b,dev,16277682,generation_2,4,1,0.0047860462218523,0.7448544730432332,197,0,0.25,False,False,False,True,True,True,False
qwen3_4b,dev,16277682,generation_3,4,1,0.0212606731802225,0.7509032622911036,184,0,0.25,False,False,False,True,True,True,False
qwen3_4b,dev,16419642,generation_1,4,2,0.0067179091274738,0.4999373536556959,137,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,16419642,generation_2,4,1,0.0267900470644235,0.7448708326555789,145,0,0.25,False,False,False,True,True,True,False
qwen3_4b,dev,16419642,generation_3,4,2,0.0028926932718604,0.5129229737794958,168,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,16565833,generation_1,9,2,0.0019460623152554,0.7554027807070978,132,0,0.2222222222222222,False,False,False,True,True,True,False
qwen3_4b,dev,16565833,generation_2,9,2,0.0075051444582641,0.7752225659270253,127,0,0.2222222222222222,False,False,False,True,True,True,False
qwen3_4b,dev,16565833,generation_3,9,1,0.0229504741728305,0.8661314716769589,191,0,0.1111111111111111,False,False,True,True,True,True,True
qwen3_4b,dev,16611040,generation_1,1,0,0.9951930046081544,0.9951930046081544,161,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,16611040,generation_2,1,0,0.9948397278785706,0.9948397278785706,161,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,16611040,generation_3,1,0,0.9917117357254028,0.9917117357254028,166,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,16680561,generation_1,5,1,0.0134687954559922,0.7882449613884092,184,1,0.2,False,False,True,True,True,True,False
qwen3_4b,dev,16680561,generation_2,5,1,0.0058070947416126,0.7866559133864939,135,1,0.2,False,False,True,True,True,True,False
qwen3_4b,dev,16680561,generation_3,5,1,0.0191002506762743,0.7716118101030588,149,1,0.2,False,False,True,True,True,True,False
qwen3_4b,dev,1671881,generation_1,6,2,0.0004943963140249,0.5970826642587781,171,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,1671881,generation_2,6,2,0.0006420747376978,0.620639921243613,162,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,1671881,generation_3,6,2,0.0005275226430967,0.5825092744586678,195,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,16838170,generation_1,14,8,0.0020909560844302,0.4187829019002883,235,0,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,dev,16838170,generation_2,14,10,0.0014129679184406,0.3556645196929042,202,0,0.7142857142857143,False,False,False,False,False,True,False
qwen3_4b,dev,16838170,generation_3,14,10,0.0012393319047987,0.3014751183966707,196,0,0.7142857142857143,False,False,False,False,False,True,False
qwen3_4b,dev,16867021,generation_1,12,5,0.0039161345921456,0.5647384837502614,221,0,0.4166666666666667,False,False,False,False,True,True,False
qwen3_4b,dev,16867021,generation_2,12,4,0.0057819699868559,0.6769882267496238,231,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,16867021,generation_3,12,4,0.0055250921286642,0.6570859679098552,285,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,16867246,generation_1,6,1,0.4853716194629669,0.9000821858644485,217,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,dev,16867246,generation_2,6,2,0.0128870205953717,0.6538137105914453,215,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,16867246,generation_3,6,0,0.8627296686172485,0.9639673431714376,163,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17033974,generation_1,6,1,0.0196243822574615,0.8130156149466833,161,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,dev,17033974,generation_2,6,1,0.0531997084617614,0.82938352227211,239,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,dev,17033974,generation_3,6,1,0.0134697202593088,0.8153691431507468,198,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,dev,17042884,generation_1,5,2,0.026376437395811,0.6668926917016507,279,0,0.4,False,False,False,False,True,True,False
qwen3_4b,dev,17042884,generation_2,5,0,0.9499555230140686,0.9729132533073426,173,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17042884,generation_3,5,0,0.9433934092521667,0.9694174289703369,181,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17151160,generation_1,8,2,0.0075791492126882,0.7157264354755171,192,1,0.25,False,False,False,True,True,True,False
qwen3_4b,dev,17151160,generation_2,8,7,0.0112596694380044,0.18076170084532345,140,1,0.875,False,False,False,False,False,True,False
qwen3_4b,dev,17151160,generation_3,8,3,0.0064775324426591,0.6572907626978122,218,1,0.375,False,False,False,False,True,True,False
qwen3_4b,dev,17255138,generation_1,18,16,0.0002935504890047,0.11307499144782514,218,3,0.8888888888888888,False,False,False,False,False,True,False
qwen3_4b,dev,17255138,generation_2,18,16,0.000226354735787,0.11326361339807689,234,3,0.8888888888888888,False,False,False,False,False,True,False
qwen3_4b,dev,17255138,generation_3,18,17,0.0005107345059514,0.06032997596776108,180,3,0.9444444444444444,False,False,False,False,False,True,False
qwen3_4b,dev,17297207,generation_1,8,6,0.0062276935204863,0.27575391478603706,152,0,0.75,False,False,False,False,False,True,False
qwen3_4b,dev,17297207,generation_2,8,5,0.0076659331098198,0.38471456570550794,173,0,0.625,False,False,False,False,False,True,False
qwen3_4b,dev,17297207,generation_3,8,7,0.0060224197804927,0.17226694186683741,167,0,0.875,False,False,False,False,False,True,False
qwen3_4b,dev,17345627,generation_1,16,8,0.0001938762288773,0.49888775713225186,168,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,17345627,generation_2,16,8,0.0001909349375637,0.4980311324234208,177,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,17345627,generation_3,16,8,0.0001937055203597,0.4967467753667733,174,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,17384765,generation_1,9,6,0.0002941497368738,0.30787317398870884,175,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,dev,17384765,generation_2,9,6,0.0002065750741166,0.3242229487336266,164,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,dev,17384765,generation_3,9,5,0.0002704717044252,0.4111893140588007,209,0,0.5555555555555556,False,False,False,False,False,True,False
qwen3_4b,dev,17395743,generation_1,7,2,0.0377327539026737,0.6880154306335109,177,0,0.2857142857142857,False,False,False,True,True,True,False
qwen3_4b,dev,17395743,generation_2,7,4,0.0022618435323238,0.46128923505810754,163,0,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,dev,17395743,generation_3,7,4,0.015047688037157,0.44167942606977045,165,0,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,dev,17397547,generation_1,66,54,0.0001902748626889,0.19903837217465145,198,0,0.8181818181818182,False,False,False,False,False,True,False
qwen3_4b,dev,17397547,generation_2,66,38,0.0001917915942613,0.42500088333525293,213,0,0.5757575757575758,False,False,False,False,False,True,False
qwen3_4b,dev,17397547,generation_3,66,22,0.0002096842799801,0.6720807108574787,280,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,17445520,generation_1,2,2,0.0004740350414067,0.0007848946261218999,173,0,1.0,False,False,False,False,False,True,False
qwen3_4b,dev,17445520,generation_2,2,2,0.0003227975685149,0.00032313476549455,197,0,1.0,False,False,False,False,False,True,False
qwen3_4b,dev,17445520,generation_3,2,2,0.0002679228491615,0.000289901101496,170,0,1.0,False,False,False,False,False,True,False
qwen3_4b,dev,17549393,generation_1,1,0,0.99501234292984,0.99501234292984,129,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17549393,generation_2,1,0,0.994750678539276,0.994750678539276,134,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17549393,generation_3,1,0,0.994281768798828,0.994281768798828,160,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17600377,generation_1,13,6,0.0145812565460801,0.5512780762779024,217,0,0.46153846153846156,False,False,False,False,True,True,False
qwen3_4b,dev,17600377,generation_2,13,7,0.0139715448021888,0.4929818483785941,180,0,0.5384615384615384,False,False,False,False,False,True,False
qwen3_4b,dev,17600377,generation_3,13,6,0.0002294931327924,0.5400111398641736,187,0,0.46153846153846156,False,False,False,False,True,True,False
qwen3_4b,dev,17608141,generation_1,11,8,0.0002879303356166,0.286573648100867,226,0,0.7272727272727273,False,False,False,False,False,True,False
qwen3_4b,dev,17608141,generation_2,11,6,0.0002477371017448,0.4641511767668734,195,0,0.5454545454545454,False,False,False,False,False,True,False
qwen3_4b,dev,17608141,generation_3,11,8,0.001065676100552,0.31742623914033175,157,0,0.7272727272727273,False,False,False,False,False,True,False
qwen3_4b,dev,17671735,generation_1,2,0,0.9717620015144348,0.9840979874134064,144,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17671735,generation_2,2,0,0.9801581501960754,0.9882327020168304,225,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17671735,generation_3,2,0,0.962291181087494,0.9794671833515167,171,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17943461,generation_1,19,5,0.0005414807819761,0.7197885307710079,167,0,0.2631578947368421,False,False,False,True,True,True,False
qwen3_4b,dev,17943461,generation_2,19,5,0.0001894890883704,0.7385146386705425,238,0,0.2631578947368421,False,False,False,True,True,True,False
qwen3_4b,dev,17943461,generation_3,19,2,0.0001874308654805,0.886938613710012,246,0,0.10526315789473684,False,False,True,True,True,True,True
qwen3_4b,dev,17962394,generation_1,2,0,0.9841606020927428,0.9905379712581635,135,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17962394,generation_2,2,0,0.979140281677246,0.9882992208003998,147,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17962394,generation_3,2,0,0.9807915091514589,0.9889027774333954,193,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17968299,generation_1,1,0,0.9870992302894592,0.9870992302894592,146,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17968299,generation_2,1,0,0.9713451862335204,0.9713451862335204,172,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,17968299,generation_3,1,0,0.988498032093048,0.988498032093048,162,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,18046082,generation_1,1,0,0.9954410791397096,0.9954410791397096,148,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,18046082,generation_2,1,0,0.9944522976875304,0.9944522976875304,133,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,18046082,generation_3,1,0,0.9945699572563172,0.9945699572563172,151,1,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,18162529,generation_1,21,8,0.0009250463335774,0.5162608582232635,218,0,0.38095238095238093,False,False,False,False,True,True,False
qwen3_4b,dev,18162529,generation_2,21,8,0.0065935715101659,0.6046891151040438,269,0,0.38095238095238093,False,False,False,False,True,True,False
qwen3_4b,dev,18162529,generation_3,21,9,0.0060261348262429,0.5874357995178018,210,0,0.42857142857142855,False,False,False,False,True,True,False
qwen3_4b,dev,18308784,generation_1,6,4,0.0019805922638624,0.42939449035717797,163,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,dev,18308784,generation_2,6,3,0.0129936710000038,0.5046228035353124,182,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,18308784,generation_3,6,4,0.0038521087262779,0.33513572086424875,208,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,dev,18385794,generation_1,14,6,0.0054677338339388,0.5303156313353351,240,0,0.42857142857142855,False,False,False,False,True,True,False
qwen3_4b,dev,18385794,generation_2,14,5,0.0007654429646208,0.6333236879353146,222,0,0.35714285714285715,False,False,False,False,True,True,False
qwen3_4b,dev,18385794,generation_3,14,8,0.0027520325966179,0.44005888949946625,197,0,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,dev,18951540,generation_1,1,0,0.9797348976135254,0.9797348976135254,161,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,18951540,generation_2,1,0,0.9800102114677428,0.9800102114677428,186,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,18951540,generation_3,1,0,0.9770749807357788,0.9770749807357788,164,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,19300402,generation_1,36,24,0.000186427423614,0.3506296022169408,265,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,dev,19300402,generation_2,36,23,0.0002404781844234,0.37570224870958346,348,0,0.6388888888888888,False,False,False,False,False,True,False
qwen3_4b,dev,19300402,generation_3,36,24,0.0002064494474325,0.3450209902083669,254,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,dev,19759529,generation_1,15,6,0.0019246304873377,0.5934742925378184,223,0,0.4,False,False,False,False,True,True,False
qwen3_4b,dev,19759529,generation_2,15,6,0.0028293128125369,0.5929205559504529,184,0,0.4,False,False,False,False,True,True,False
qwen3_4b,dev,19759529,generation_3,15,5,0.0011762499343603,0.6545179563729714,227,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,19880293,generation_1,2,0,0.9791696667671204,0.9797596037387848,143,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,19880293,generation_2,2,0,0.9877146482467652,0.988912969827652,140,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,19880293,generation_3,2,0,0.991979956626892,0.9919863343238831,202,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,19914299,generation_1,4,0,0.9594659805297852,0.9655547887086868,149,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,19914299,generation_2,4,0,0.9601271748542786,0.9682767689228058,136,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,19914299,generation_3,4,0,0.9658643007278442,0.9724091291427612,163,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,20126413,generation_1,1,0,0.985865354537964,0.985865354537964,142,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,20126413,generation_2,1,0,0.9798164963722228,0.9798164963722228,171,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,20126413,generation_3,1,0,0.9884655475616456,0.9884655475616456,124,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,20143913,generation_1,1,0,0.9949554800987244,0.9949554800987244,149,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,20143913,generation_2,1,0,0.9960505366325378,0.9960505366325378,184,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,20143913,generation_3,1,0,0.9931868314743042,0.9931868314743042,159,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,20195852,generation_1,6,3,0.0345264784991741,0.46010093949735165,244,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,20195852,generation_2,6,1,0.0473038479685783,0.809079526613156,208,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,dev,20195852,generation_3,6,3,0.0396902784705162,0.5104277258117994,178,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,20540798,generation_1,5,1,0.002513188868761,0.7914532221853733,137,0,0.2,False,False,True,True,True,True,False
qwen3_4b,dev,20540798,generation_2,5,2,0.0002442372497171,0.5914542057493236,196,0,0.4,False,False,False,False,True,True,False
qwen3_4b,dev,20540798,generation_3,5,1,0.0003536675940267,0.7915800280286931,173,0,0.2,False,False,True,True,True,True,False
qwen3_4b,dev,20621845,generation_1,10,5,0.0001926352124428,0.5354419884257368,170,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,20621845,generation_2,10,4,0.000183513489901,0.546220212879416,175,0,0.4,False,False,False,False,True,True,False
qwen3_4b,dev,20621845,generation_3,10,6,0.0001763381296768,0.40026503490371396,166,0,0.6,False,False,False,False,False,True,False
qwen3_4b,dev,20682662,generation_1,2,1,0.0020031274762004,0.49736490554641927,160,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,20682662,generation_2,2,1,0.0017532736528664,0.49779659660998726,161,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,20682662,generation_3,2,1,0.0023320007603615,0.4971777343889698,139,0,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,20801540,generation_1,14,7,0.0032929510343819,0.5084901006692755,164,2,0.5,False,False,False,False,True,True,False
qwen3_4b,dev,20801540,generation_2,14,8,0.0017343319486826,0.45141630578187425,197,2,0.5714285714285714,False,False,False,False,False,True,False
qwen3_4b,dev,20801540,generation_3,14,6,0.0030110005754977,0.5634147883559177,138,2,0.42857142857142855,False,False,False,False,True,True,False
qwen3_4b,dev,20859899,generation_1,13,8,0.0028478244785219,0.3724927410949021,182,4,0.6153846153846154,False,False,False,False,False,True,False
qwen3_4b,dev,20859899,generation_2,13,9,0.0012279861839488,0.2995325236473806,261,4,0.6923076923076923,False,False,False,False,False,True,False
qwen3_4b,dev,20859899,generation_3,13,10,0.0011669918894767,0.2641638265385364,275,4,0.7692307692307693,False,False,False,False,False,True,False
qwen3_4b,dev,20959502,generation_1,14,4,0.006507453508675,0.6842993922930743,206,3,0.2857142857142857,False,False,False,True,True,True,False
qwen3_4b,dev,20959502,generation_2,14,3,0.0078769419342279,0.7607715641414481,253,3,0.21428571428571427,False,False,False,True,True,True,False
qwen3_4b,dev,20959502,generation_3,14,4,0.0049296072684228,0.6812738803148802,200,3,0.2857142857142857,False,False,False,True,True,True,False
qwen3_4b,dev,21042587,generation_1,21,9,0.0003485583874862,0.5942159043389394,209,1,0.42857142857142855,False,False,False,False,True,True,False
qwen3_4b,dev,21042587,generation_2,21,6,0.0057741361670196,0.6812854782855582,232,1,0.2857142857142857,False,False,False,True,True,True,False
qwen3_4b,dev,21042587,generation_3,21,6,0.0006269893492572,0.6973814202411588,249,1,0.2857142857142857,False,False,False,True,True,True,False
qwen3_4b,dev,21054465,generation_1,2,0,0.9872654676437378,0.9906072616577148,167,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,21054465,generation_2,2,0,0.9841289520263672,0.9889144897460938,152,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,21054465,generation_3,2,0,0.9814131259918212,0.9866288006305695,180,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,21130517,generation_1,6,0,0.8825627565383911,0.9722671409447988,160,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,21130517,generation_2,6,0,0.9607312083244324,0.9862850705782572,171,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,21130517,generation_3,6,1,0.3768903613090515,0.8736754159132639,168,0,0.16666666666666666,False,False,True,True,True,True,False
qwen3_4b,dev,21799811,generation_1,4,0,0.846272349357605,0.9397936761379242,133,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,21799811,generation_2,4,0,0.9750017523765564,0.9890061318874359,137,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,21799811,generation_3,4,0,0.9719288349151612,0.9869817942380905,154,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,21903317,generation_1,6,2,0.1037597507238388,0.7165000935395559,141,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,21903317,generation_2,6,2,0.0426398925483226,0.6790530737489462,157,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,21903317,generation_3,6,2,0.0524793490767478,0.6868845261633396,162,0,0.3333333333333333,False,False,False,False,True,True,False
qwen3_4b,dev,22711886,generation_1,15,7,0.0002621368330437,0.501999968290329,234,0,0.4666666666666667,False,False,False,False,True,True,False
qwen3_4b,dev,22711886,generation_2,15,8,0.0002397679927526,0.45396382416850733,224,0,0.5333333333333333,False,False,False,False,False,True,False
qwen3_4b,dev,22711886,generation_3,15,10,0.0002748993283603,0.3425439549047344,247,0,0.6666666666666666,False,False,False,False,False,True,False
qwen3_4b,dev,23285048,generation_1,16,7,0.002151324879378,0.5542684902611654,175,0,0.4375,False,False,False,False,True,True,False
qwen3_4b,dev,23285048,generation_2,16,2,0.0119247660040855,0.8127266752999276,195,0,0.125,False,False,True,True,True,True,True
qwen3_4b,dev,23285048,generation_3,16,5,0.0063173691742122,0.6761308127024677,169,0,0.3125,False,False,False,True,True,True,False
qwen3_4b,dev,23651211,generation_1,42,26,0.0002034362842096,0.37438908046758673,241,0,0.6190476190476191,False,False,False,False,False,True,False
qwen3_4b,dev,23651211,generation_2,42,27,0.0002385828702244,0.36443927786396146,179,0,0.6428571428571429,False,False,False,False,False,True,False
qwen3_4b,dev,23651211,generation_3,42,26,0.0002053330099442,0.36431716152479304,210,0,0.6190476190476191,False,False,False,False,False,True,False
qwen3_4b,dev,23872883,generation_1,17,0,0.9249348640441896,0.9710555041537565,180,0,0.0,True,True,True,True,True,True,True
qwen3_4b,dev,23872883,generation_2,17,1,0.3304682075977325,0.9395440904533162,374,0,0.058823529411764705,False,True,True,True,True,True,True
